
"[48.7595529, -122.4882249]"

"[35.1740471, -79.3922539]"

"[41.8994745, -87.9403418]"
"[40.7142691, -74.0059729]"
"[33.9562149, -83.9879625]"
"[33.7489954, -84.3879824]"
"[46.7323875, -117.0001651]"
"[40.7706562, -74.2326463]"
"[39.0770072, -84.1768795]"
"[28.7813722, -82.6151001]"
"[30.4382559, -84.2807329]"
"[33.2889226, -117.2255903]"
"[47.6062095, -122.3320708]"
"[39.9375911, -77.6611022]"


"[33.7489954, -84.3879824]"
"[34.9489645, -85.2569]"
"[33.5092103, -111.8990327]"
"[40.5556484, -75.9818772]"

"[38.6715081, -77.9955519]"
"[25.7742658, -80.1936589]"
"[32.7830556, -96.8066667]"
"[42.8864468, -78.8783689]"
"[32.7830556, -96.8066667]"
"[40.9487097, -73.7326309]"
"[41.3113669, -105.5911007]"
"[29.4291304, -97.1705425]"
"[32.4420826, -97.7941967]"
"[32.9412363, -97.1341783]"
"[32.7830556, -96.8066667]"
"[34.2257256, -77.9447102]"
"[43.1547845, -77.6155568]"
"[28.5383355, -81.3792365]"
"[40.4406248, -79.9958864]"
"[39.1034569, -84.5152726]"
"[43.0389025, -87.9064736]"
"[39.9611755, -82.9987942]"
"[32.2217429, -110.926479]"
"[47.6062095, -122.3320708]"
"[33.7489954, -84.3879824]"
"[35.4675602, -97.5164276]"
"[33.4222685, -111.8226402]"
"[33.4483771, -112.0740373]"
"[39.0770072, -84.1768795]"
"[34.9387279, -82.2270569]"
"[46.7323875, -117.0001651]"
"[47.0378741, -122.9006951]"
"[33.3061605, -111.8412502]"
"[43.6575747, -71.500352]"
"[39.849557, -75.3557458]"
"[33.1192068, -117.086421]"
"[44.0247062, -88.5426136]"
"[26.4614625, -80.0728201]"
"[33.0203211, -117.202813]"
"[43.0730517, -89.4012302]"
"[37.9736111, -122.5311111]"
"[41.8800296, -88.0078435]"
"[39.1034569, -84.5152726]"
"[33.6356618, -96.6088805]"
"[47.7623204, -122.2054035]"
"[35.732652, -78.8502856]"
"[39.1731621, -77.2716502]"

"[39.5538771, -104.9694264]"

"[41.850033, -87.6500523]"
"[43.8422049, -88.8359447]"
"[46.7323875, -117.0001651]"
"[41.1306041, -85.1288597]"
"[40.0892746, -75.3960211]"
"[43.6121087, -116.3915131]"
"[37.9886892, -84.4777153]"
"[29.9546482, -90.075072]"
"[40.0942664, -75.9113306]"
"[37.8929082, -79.4378166]"
"[42.8650864, -71.4934004]"
"[34.0522342, -118.2436849]"
"[47.6739882, -122.121512]"
"[35.7895271, -83.9737935]"
"[38.8338816, -104.8213634]"
"[38.8338816, -104.8213634]"

"[39.8083196, -104.9338675]"
"[32.7830556, -96.8066667]"
"[46.7323875, -117.0001651]"
"[46.7323875, -117.0001651]"
"[38.4495688, -78.8689156]"




"[32.7830556, -96.8066667]"
"[35.6266369, -120.6910043]"


"[33.7222445, -116.3744556]"
"[32.5890238, -96.3088693]"


















































"[33.5206608, -86.80249]"
"[33.5206608, -86.80249]"
"[43.0386368, -85.6700332]"
"[42.3442482, -75.1704468]"
"[32.3512601, -95.3010624]"
"[39.9022223, -95.8008225]"
"[39.7391536, -104.9847034]"
"[32.7830556, -96.8066667]"
"[29.7632836, -95.3632715]"
"[42.158427, -72.3286928]"

"[46.7323875, -117.0001651]"
"[36.3908826, -86.1672107]"
"[38.9716689, -95.2352501]"
"[36.7280583, -108.2186856]"
"[35.1477774, -114.5682983]"
"[33.6694649, -117.8231107]"

"[30.3118769, -95.4560512]"
"[47.8600971, -122.2042966]"
"[33.6189101, -117.9289469]"
"[29.7632836, -95.3632715]"
"[46.7323875, -117.0001651]"
"[35.772096, -78.6386145]"
"[42.4894801, -83.1446485]"
"[42.6433584, -86.2005933]"
"[33.5092103, -111.8990327]"
"[32.7830556, -96.8066667]"
"[37.6922361, -97.3375448]"
"[30.267153, -97.7430608]"
"[29.7632836, -95.3632715]"
"[32.7830556, -96.8066667]"
"[40.7142691, -74.0059729]"

"[39.9611755, -82.9987942]"
"[32.8472695, -117.274204]"
"[32.7830556, -96.8066667]"
"[33.7358518, -118.2922934]"
"[34.0231553, -84.3615928]"
"[42.3442482, -75.1704468]"
"[47.6062095, -122.3320708]"
"[48.2765903, -116.5532476]"
"[44.8512305, -123.1867655]"
"[40.3977612, -105.0749801]"

"[46.7323875, -117.0001651]"
"[40.3977612, -105.0749801]"
"[32.7830556, -96.8066667]"
"[29.7632836, -95.3632715]"
"[29.7632836, -95.3632715]"
"[47.329264, -122.5801293]"
"[45.7809491, -122.5334307]"
"[34.9387279, -82.2270569]"
"[39.531381, -104.861962]"
"[33.9412127, -84.2135309]"
"[33.5261365, -117.6238946]"
"[36.3231067, -86.7133302]"
"[39.6428362, -84.2866083]"
"[33.4483771, -112.0740373]"
"[30.3679788, -97.991679]"

"[30.3321838, -81.655651]"
"[48.9465044, -122.4521073]"
"[34.9387279, -82.2270569]"
"[36.0726355, -79.7919754]"
"[32.8406946, -83.6324022]"
"[39.0062204, -77.4285992]"
"[29.7632836, -95.3632715]"
"[33.4483771, -112.0740373]"
"[33.8981579, -84.2832564]"
"[34.2783352, -119.2931676]"
"[27.3364347, -82.5306527]"
"[27.197548, -80.2528257]"
"[39.2673284, -76.7983067]"
"[41.1306041, -85.1288597]"
"[43.37006, -79.81403]"
"[27.3364347, -82.5306527]"
"[41.2586096, -95.937792]"
"[32.725409, -97.3208496]"
"[47.3073228, -122.2284532]"
"[47.4828776, -122.2170661]"
"[43.3772932, -73.6131714]"
"[34.9530337, -120.4357191]"
"[45.5234515, -122.6762071]"
"[30.267153, -97.7430608]"
"[45.7809491, -122.5334307]"
"[38.3358857, -90.1498341]"
"[34.9387279, -82.2270569]"
"[46.7323875, -117.0001651]"
"[35.772096, -78.6386145]"
"[34.9387279, -82.2270569]"
"[45.7809491, -122.5334307]"
"[37.2265282, -76.0013217]"
"[33.7669623, -118.1892348]"


"[30.3344077, -81.398696]"
"[33.6694649, -117.8231107]"
"[39.271226, -74.7434965]"
"[41.4080534, -92.9163091]"
"[38.8338816, -104.8213634]"

"[33.6231602, -95.6994059]"
"[34.1683386, -118.6059197]"
"[36.9823709, -76.6310662]"
"[33.5386523, -112.1859866]"
"[41.9430986, -86.5569659]"
"[35.2219971, -101.8312969]"
"[42.2830786, -87.9531303]"
"[41.9200472, -84.6305101]"
"[42.4133505, -89.0092742]"
"[40.0378755, -76.3055144]"
"[27.9475216, -82.4584279]"
"[33.4483771, -112.0740373]"
"[34.7370639, -82.2542834]"
"[41.5964825, -73.91097]"
"[39.5500485, -86.0797079]"
"[40.2338438, -111.6585337]"
"[40.2338438, -111.6585337]"
"[36.0770048, -87.3877899]"
"[36.0770048, -87.3877899]"
"[36.0770048, -87.3877899]"
"[35.7826363, -80.8872959]"

"[33.4483771, -112.0740373]"
"[46.7323875, -117.0001651]"
"[46.7323875, -117.0001651]"
"[46.7323875, -117.0001651]"
"[32.7830556, -96.8066667]"
"[32.7830556, -96.8066667]"
"[32.7830556, -96.8066667]"
"[46.1448942, -115.9779188]"
"[38.9687213, -77.3410958]"
"[33.5206608, -86.80249]"
"[36.1658899, -86.7844432]"


"[30.267153, -97.7430608]"
"[39.1034569, -84.5152726]"
"[27.8005828, -97.396381]"
"[39.7391536, -104.9847034]"
"[40.0378755, -76.3055144]"
"[47.8209301, -122.3151313]"

"[30.267153, -97.7430608]"
"[33.0848442, -97.2961286]"

"[26.339806, -81.7786972]"
"[46.7323875, -117.0001651]"
"[40.4406248, -79.9958864]"
"[35.2270869, -80.8431268]"
"[27.8005828, -97.396381]"
"[36.7280583, -108.2186856]"
"[36.7280583, -108.2186856]"
"[36.7280583, -108.2186856]"
"[36.7280583, -108.2186856]"
"[34.0194543, -118.4911912]"
"[41.1342184, -83.861606]"
"[45.5234515, -122.6762071]"
"[46.7323875, -117.0001651]"
"[45.7809491, -122.5334307]"
"[33.5092103, -111.8990327]"
"[39.0997266, -94.5785667]"

"[35.0136831, -97.3611395]"
"[30.267153, -97.7430608]"
"[45.7916192, -97.7509366]"
"[41.9227056, -111.8135571]"
"[38.9822282, -94.6707917]"

"[39.7683765, -86.1580423]"
"[41.5767552, -75.2587871]"
"[37.9747644, -87.5558482]"
"[40.8259332, -74.2090344]"

"[40.3931033, -84.3760612]"
"[40.1573169, -76.3069014]"
"[34.0522342, -118.2436849]"
"[31.549333, -97.1466695]"

"[31.549333, -97.1466695]"
"[31.549333, -97.1466695]"
"[31.549333, -97.1466695]"
"[31.549333, -97.1466695]"
"[31.549333, -97.1466695]"
"[32.3512601, -95.3010624]"
"[32.3512601, -95.3010624]"
"[32.3512601, -95.3010624]"
"[33.4483771, -112.0740373]"
"[46.7323875, -117.0001651]"
"[46.7323875, -117.0001651]"
"[39.7683765, -86.1580423]"
"[30.267153, -97.7430608]"
"[34.0522342, -118.2436849]"
"[38.7509488, -77.4752667]"
"[38.7509488, -77.4752667]"
"[38.7509488, -77.4752667]"
"[38.7509488, -77.4752667]"
